Age_Ma,Temperature_C
755,1441.7
758,1441.7
761,1442.3
765,1442.3
768,1443
772,1443.3
775,1444
779,1444
782,1444
785,1443
786,1446
789,1445
792,1446
796,1446
799,1447
803,1447
806,1447
808,1450
810,1447
811,1450
813,1447
815,1451
816,1448
818,1451
820,1448
822,1452
823,1449
825,1452
827,1449
829,1452
830,1449
832,1452
834,1449
835,1452
837,1449
839,1452
842,1452
846,1453
849,1453
853,1453.3
856,1454
860,1454
863,1455
866,1455
870,1455.7
873,1456
876,1457
877,1455
878,1459
880,1456
882,1459
884,1456
885,1459
887,1457
889,1460
891,1457
892,1460
894,1458
896,1461
897,1458
899,1461
901,1458
903,1461
904,1458
906,1461
908,1458
909,1461
913,1461
916,1461
920,1462
923,1462
927,1463
930,1463
934,1464
937,1464
940,1464
944,1465
947,1465
951,1466
954,1466
958,1467
961,1467
965,1467
968,1468
971,1468
975,1469
978,1469
982,1469
985,1469.7
989,1469.7
992,1470.7
996,1470.7
999,1471
1002,1471.3
1006,1471.3
1009,1472
1013,1472.3
1016,1472.3
1020,1473
1023,1473
1026,1472
1027,1475
1030,1474
1033,1474
1037,1474
1040,1475
1044,1475
1047,1476
1051,1476
1054,1476
1057,1477
1061,1477
1064,1477
1068,1478
1071,1478
1075,1479
1078,1479
1082,1479
1085,1480
1088,1480
1092,1480
1095,1481
1099,1481
1102,1481
1103,1479
1104,1484
1106,1481
1107,1484
1109,1481
1111,1484
1112,1481
1114,1484
1116,1481
1118,1484
1119,1481
1121,1484.5
1123,1482
1125,1485
1126,1482
1128,1485
1130,1482
1131,1484
1132,1487
1135,1485
1138,1485
1142,1486
1145,1486
1149,1486.3
1152,1487
1156,1487
1159,1488
1162,1488
1166,1488
1169,1489
1173,1489
1176,1489
1180,1490
1183,1490
1187,1491
1190,1491
1193,1491
1197,1492
1200,1492
1204,1492
1207,1493
1211,1493
1214,1494
1218,1494
1221,1494
1224,1495
1228,1495
1231,1495
1235,1496
1238,1496
1242,1497
1245,1497
1249,1497
1252,1498
1255,1498
1259,1498
1262,1498.7
1266,1498.7
1269,1499.7
1273,1499.7
1276,1500
1280,1500.3
1283,1500.3
1286,1501
1290,1501.3
1293,1501
1297,1502
1300,1502
1303,1503
1304,1501
1305,1505
1307,1502
1309,1505
1310,1501
1311,1503
1312,1506
1314,1503
1316,1506
1317,1503
1319,1506
1321,1503
1323,1507
1324,1504
1326,1507
1328,1504
1329,1507
1331,1504
1333,1507
1335,1504
1336,1507
1338,1504
1340,1508
1341,1505
1343,1508
1345,1505
1347,1508
1348,1505
1350,1508
1354,1508
1357,1508
1360,1509
1364,1509
1367,1510
1371,1510
1374,1510
1378,1511
1381,1511
1385,1511
1388,1512
1391,1512
1395,1512.7
1398,1513
1402,1513
1405,1514
1409,1514
1412,1514.3
1415,1513
1416,1516
1419,1515
1422,1515.3
1426,1516
1429,1516
1433,1517
1436,1517
1439,1518
1440,1515
1441,1520
1443,1517
1445,1520
1446,1517
1448,1520
1450,1518
1452,1521
1453,1518
1455,1521
1457,1518
1459,1521
1460,1519
1462,1522
1464,1519
1465,1522
1467,1519
1469,1522
1471,1519
1472,1522
1474,1519
1475,1522
1477,1522
1479,1522
1481,1522
1483,1522
1484,1522
1486,1522
1488,1525
1490,1522
1491,1525
1493,1522
1495,1525
1496,1523
1498,1526
1500,1523
1502,1526
1503,1523
1505,1526
1507,1523
1508,1526
1510,1523
1512,1526
1514,1524
1515,1527
1517,1524
1519,1527
1520,1523
1522,1527
1526,1527
1529,1527
1533,1527.7
1536,1527.7
1539,1528
1543,1528.7
1546,1528.7
1550,1529.3
1553,1529.3
1557,1529.3
1560,1530
1564,1530
1567,1531
1570,1531
1574,1531
1577,1532
1581,1532
1584,1533
1588,1533
1591,1533
1595,1534
1598,1534
1601,1534
1605,1535
1608,1535
1612,1536
1615,1536
1619,1536
1622,1537
1625,1536
1626,1539
1629,1537
1632,1538
1636,1538
1639,1539
1643,1539
1646,1539
1650,1540
1653,1540
1656,1541
1660,1541
1663,1541
1667,1541.7
1670,1542
1674,1542
1677,1543
1681,1543
1684,1543.3
1687,1544
1691,1544
1694,1545
1698,1545
1701,1545
1705,1546
1708,1546
1712,1546
1715,1547
1718,1547
1722,1548
1725,1548
1729,1548
1732,1549
1736,1549
1739,1549
1743,1550
1746,1550
1749,1551
1753,1551
1756,1551
1760,1552
1763,1552
1767,1553
1770,1553
1774,1553
1777,1554
1780,1554
1784,1554
1787,1555
1791,1555
1794,1556
1798,1556
1801,1556
1804,1555
1805,1557.5
1808,1556.7
1811,1557
1815,1557.3
1818,1557.3
1822,1558.3
1825,1558.3
1828,1559
1829,1557
1830,1561
1832,1558
1834,1561
1835,1558
1837,1562
1839,1559
1841,1562
1842,1559
1844,1562
1846,1559
1848,1563
1849,1560
1851,1563
1853,1560
1854,1563
1856,1560
1858,1563
1860,1560
1861,1563
1863,1560
1865,1564
1866,1561
1868,1564
1870,1561
1872,1564
1873,1561
1875,1564
1879,1564
1882,1564
1885,1565
1889,1565
1892,1566
1896,1566
1899,1566
1903,1567
1906,1567
1909,1565
1910,1568
1913,1568
1916,1568
1920,1569
1923,1569
1927,1569
1930,1570
1934,1570
1937,1570
1940,1571
1944,1571
1947,1571
1951,1572
1954,1572
1958,1572
1961,1572.3
1965,1573
1968,1573
1971,1573
1975,1574
1978,1574
1982,1574
1985,1574
1989,1575
1992,1575
1996,1575
1999,1575
2002,1576
2006,1576
2009,1576
2013,1577
2016,1577
2020,1577
2023,1577
2027,1578
2030,1578
2033,1578
2037,1578
2040,1579
2044,1579
2047,1579
2051,1579
2054,1580
2058,1580
2061,1580
2064,1580
2068,1581
2071,1581
2075,1581
2078,1581
2082,1582
2085,1582
2088,1582
2092,1582
2095,1583
2099,1583
2102,1583
2106,1583
2109,1584
2113,1584
2116,1584
2119,1584
2123,1584.7
2126,1584.7
2130,1584.7
2133,1585
2137,1585.7
2140,1585.7
2144,1585.7
2147,1586
2150,1586.3
2154,1586.3
2157,1586.3
2161,1587
2164,1587.3
2168,1587
2171,1587
2175,1588
2178,1588
2181,1588
2185,1588
2188,1588.3
2192,1588.3
2195,1588.3
2199,1588.3
2202,1589
2206,1589.3
2209,1589.3
2212,1589.3
2216,1589.3
2219,1591
2223,1591
2226,1591
2230,1591
2233,1591.3
2236,1591.3
2240,1591.3
2243,1592
2247,1593
2250,1593
2254,1593
2257,1593
2261,1594
2264,1594
2267,1594
2271,1594
2274,1595
2278,1595
2281,1595
2285,1595
2288,1596
2292,1596
2295,1596
2298,1596
2302,1596
2305,1597
2309,1597
2312,1597
2316,1597
2319,1598
2323,1598
2326,1598
2329,1598
2333,1598.7
2336,1599
2340,1599
2343,1599
2347,1599.7
2350,1600
2354,1600
2357,1600
2360,1600
2364,1601
2367,1601
2371,1601
2374,1601
2378,1602
2381,1602
2384,1602
2388,1602
2391,1603
2395,1603
2398,1603
2402,1603
2405,1603
2409,1604
2412,1604
2415,1604
2419,1604
2422,1605
2426,1605
2429,1605
2433,1605
2436,1606
2440,1606
2443,1606
2446,1606
2450,1606.3
2453,1607
2457,1607
2460,1607
2464,1607
2467,1608
2471,1608
2474,1608
2477,1608
2481,1609
2484,1609
2488,1609
2491,1609
2495,1610
2498,1610
2502,1610
2505,1610
2508,1610
2512,1611
2515,1611
2519,1611
2522,1611
2526,1612
2529,1611.7
2532,1611.7
2536,1611.7
2539,1612.7
2543,1612.7
2546,1612.7
2550,1612.7
2553,1613
2557,1613.3
2560,1613.3
2563,1613.3
2567,1613.3
2570,1614.3
2574,1614.3
2577,1614.3
2581,1614.3
2584,1615
2588,1615
2591,1615
2594,1615
2598,1616
2601,1616
2605,1616
2608,1616
2612,1616
2615,1617
2619,1617
2622,1617
2625,1617
2629,1618
2632,1618
2636,1618
2639,1618
2643,1618
2646,1619
2649,1617
2650,1620
2653,1619
2656,1619
2660,1620
2663,1620
2667,1620
2670,1620
2674,1621
2677,1621
2680,1621
2684,1621
2687,1621
2691,1622
2694,1622
2698,1622
2701,1622
2705,1623
2708,1623
2711,1623
2715,1623
2718,1623
2722,1624
2725,1624
2729,1624
2732,1624
2736,1625
2739,1625
2742,1625
2746,1625
2749,1625
2753,1626
2756,1626
2760,1626
2763,1626
2767,1626.7
2770,1627
2773,1627
2777,1627
2780,1627
2784,1628
2787,1628
2791,1628
2794,1628
2797,1627
2798,1630
2801,1629
2804,1629
2808,1629
2811,1629
2815,1629
2818,1630
2822,1630
2825,1630
2828,1630
2832,1631
2835,1631
2839,1631
2842,1631
2846,1631
2849,1632
2853,1632
2856,1632
2859,1632
2863,1632
2866,1633
2870,1633
2873,1633
2877,1633
2880,1633.3
2884,1634
2887,1634
2890,1634
2894,1634
2897,1634.3
2901,1635
2904,1635
2908,1635
2911,1635
2915,1635
2918,1636
2921,1636
2925,1636
2928,1636
2932,1636
2935,1637
2939,1637
2942,1637
2945,1636
2946,1639
2949,1637
2952,1637
2956,1638
2959,1638
2963,1638
2966,1638
2970,1638
2973,1638
2976,1638
2980,1638
2983,1638
2987,1638
2990,1639
2994,1639
2997,1639
3001,1638.7
3004,1638.7
3007,1638.7
3011,1638.7
3014,1638.7
3018,1638.7
3021,1638.7
3025,1638.7
3028,1639
3032,1639.7
3035,1639.7
3038,1639.7
3042,1639.7
3045,1639.7
3049,1639.7
3052,1639.7
3056,1639.7
3059,1639.7
3062,1639.7
3066,1639.7
3069,1639.7
3073,1639.7
3076,1639.7
3080,1640.3
3083,1640.3
3087,1640.3
3090,1640.3
3093,1640.3
3097,1640.3
3100,1640.3
3104,1640.3
3107,1640.3
3111,1640.3
3114,1640.3
3118,1640.3
3121,1640.3
3124,1640.3
3128,1640.3
3131,1640.3
3135,1640.3
3138,1640.3
3142,1640.3
3145,1640.3
3149,1641
3152,1641
3155,1641
3159,1641
3162,1641
3166,1641
3169,1641
3173,1641
3176,1641
3179,1641
3183,1641
3186,1641
3190,1641
3193,1641
3197,1641
3200,1641
3204,1641
3207,1641
3210,1641
3214,1641
3217,1641
3221,1641
3224,1641
3228,1641
3231,1641
3235,1641
3238,1641
3241,1641
3245,1641
3248,1641
3252,1641
3255,1641
3259,1641
3262,1641
3265,1640
3266,1643
3269,1641
3272,1641
3276,1641
3279,1641
3283,1641
3286,1641
3290,1641
3293,1641
3296,1641
3300,1641
3303,1640
3307,1640
3310,1640
3314,1640
3317,1640
3321,1640
3324,1640
3327,1640
3331,1640
3334,1640
3338,1640
3341,1639
3345,1639
3348,1639
3351,1637
3352,1640
3355,1639
3358,1639
3362,1639
3365,1639
3368,1640
3369,1638
3370,1637
3372,1638.3
3376,1638.3
3379,1638.3
3382,1638.3
3386,1638.3
3389,1638.3
3393,1638.3
3396,1638
3397,1636
3400,1637.3
3403,1637.3
3407,1637.3
3410,1637.3
3413,1637.3
3417,1637.3
3420,1637.3
3424,1636.7
3427,1636.7
3431,1636.3
3434,1636.3
3437,1635
3438,1637
3441,1636.3
3444,1636.3
3448,1635.7
3451,1635.7
3455,1635.7
3458,1635.7
3462,1635.7
3465,1635.7
3468,1635.7
3472,1634.7
3475,1634.7
3479,1634.7
3482,1634.7
3486,1634.7
3489,1634.7
3493,1634.7
3496,1634
3499,1634
3503,1634
3506,1634
3510,1634
3513,1634
3516,1635
3517,1631.5
3520,1633
3523,1631
3524,1634
3527,1633
3530,1633
3534,1633
3537,1633
3540,1634
3541,1631
3542,1630
3544,1632
3548,1632
3551,1632
3554,1632
3558,1632
3561,1632
3565,1631
3568,1631
3572,1631
3575,1631
3579,1631
3582,1631
3585,1630.5
3586,1628
3589,1630
3592,1630
3596,1630
3599,1630
3603,1630
3606,1630
3609,1628
3610,1631
3613,1629
3616,1629
3620,1629
3623,1629
3627,1629
3630,1628.5
3631,1626
3634,1628
3637,1628
3640,1628
3644,1628
3647,1628
3650,1629
3651,1626
3652,1625
3654,1627
3658,1627
3661,1627
3665,1627
3668,1627
3671,1627
3675,1626
3678,1626
3682,1626
3685,1626
3689,1626
3692,1626
3695,1624
3696,1627
3699,1625
3702,1625
3706,1625
3709,1625
3713,1625
3716,1624.5
3717,1622
3720,1624
3723,1624
3726,1624
3730,1624
3733,1624
3736,1625
3737,1622
3738,1621
3740,1623
3744,1623
3747,1623
3751,1623
3754,1623
3757,1623
3761,1622
3764,1622
3768,1622
3771,1622
3775,1622
3778,1622
3781,1620
3782,1623
3785,1621
3788,1621
3792,1621
3795,1621
3799,1621
3802,1620
3806,1620
3809,1620
3812,1620
3816,1620
3819,1620
3823,1619
3826,1619
3830,1619
3833,1619
3837,1619
3840,1619
3843,1618
3847,1618
3850,1618
3854,1618
3857,1618
3861,1618
3864,1617
3867,1617
3871,1617
3874,1617
3878,1617
3881,1617
3885,1616
3888,1616
3892,1616
3895,1616
3898,1616
3902,1616
3905,1615
3909,1615
3912,1615
3916,1615
3919,1615
3923,1615
3926,1614
3929,1614
3933,1614
3936,1614
3940,1614
3943,1614
3947,1613
3950,1613
3953,1613
3957,1613
3960,1613
3964,1613
3967,1612
3971,1612
3974,1612
3978,1612
3981,1612
3984,1612
3988,1611
3991,1611
3995,1611
3998,1611
3999,1611
4000,1611
4007,1619
4010,1619
